Language_ID,Macroarea_Code,Language_Name,Family_name_Code,level_code,Latitude,Longitude,GB030,GB028,GB131,GB042,GB133,GB031,GB092,GB132,GB090,GB065,GB130,GB089,GB091,GB093,GB094,GB044,GB107,GB043,GB084,GB083,GB074,GB080,GB070,GB025,GB082,GB058,GB071,GB052,GB072,GB137,GB021,GB138,GB022,GB051,GB023,GB038,GB024,GB020,GB054,GB035,GB036,GB053,GB057,GB079,GB197,GB196,GB075,GB081,GB039,GB171,GB170,GB037,GB165,GB086,GB166,GB172,GB193,GB108,GB073,GB129,GB111,GB192,GB299,GB198,GB098,GB155,GB103,GB096,GB318,GB095,GB139,GB298,GB059,GB136,GB117,GB319,GB316,GB320,GB317,GB104,GB186,GB114,GB115,GB149,GB321,GB185,GB068,GB121,GB099,GB147,GB313,GB116,GB312,GB309,GB184,GB120,GB158,GB109,GB110,GB119,GB177,GB105,GB433,GB113,GB431,GB069,GB430,GB432,GB315,GB324,GB148,GB314,GB156,GB126,GB151,GB334,GB027,GB262,GB286,GB408,GB026,GB409,GB263,GB264,GB260,GB326,GB134,GB041,GB333,GB410,GB415,GB327,GB285,GB160,GB291,GB152,GB159,GB305,GB521,GB336,GB335,GB520,GB124,GB048,GB047,GB257,GB297,GB122,GB302,GB519,GB135,GB167,GB328,GB118,GB140,GB049,GB203,GB306,GB522,GB303,GB150,GB250,GB400,GB046,GB187,GB323,GB329,GB322,GB254,GB330,GB331,GB146,GB256,GB252,GB253,GB304,GB325,GB188,GB275,GB127,GB276,GB300,GB265,GB123,GB266,GB273,GB270,GB403,GB301,GB402,GB204,GB422,GB421,GB296,GB401
agut1237,4,Agutaynen,13,2,10.5328,119.655,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,1,0,1,0,3,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,,0,0,0,0,0,0,1,0,,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,0,1,0,0,1,,0,0,0,1,,1,1,1,0,,0,1,1,0,0,0,0,1,,0,1,0,,,0,,,,0,,,0,0,1,,,,0,0,,,,,,,,,,,,,,,,,0,
aheu1239,2,Thavung,12,2,17.7655,104.229,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,1,0,
ahin1234,4,Ahin-Kayapa Kalanguya,13,2,16.321,120.90003,0,0,1,0,0,0,1,0,1,2,2,1,1,0,1,0,1,0,0,0,,1,0,1,1,,0,,0,0,1,1,1,,0,0,,1,,1,0,,,1,0,0,,1,0,0,,0,,1,,0,,1,1,0,1,,1,,,1,1,,1,1,,0,0,1,,0,1,0,0,1,0,1,1,,,0,,,,,1,,1,0,,1,1,,,0,,1,0,,0,,0,0,,,1,,,,,,,0,0,0,,1,0,0,0,,0,,,0,0,1,0,,0,,,0,,,,0,,,,,0,,,0,,,0,,0,,,0,0,0,1,,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
ahom1240,2,Ahom,175,2,27.2778,88.464,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,,,,1,0,1,,1,0,0,0,1,,2,1,,0,0,,0,0,0,1,0,1,,0,0,0,,,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,
aika1237,5,Aikanã,-1,2,-12.6695,-60.5353,0,0,0,0,1,0,1,0,0,3,1,1,1,1,0,0,1,0,1,1,,1,1,,0,0,,0,1,1,0,1,0,0,0,,1,0,0,,,0,0,0,0,0,,,0,0,0,,0,1,0,0,3,1,1,,1,0,1,0,,0,1,1,0,,,0,,,,0,0,0,0,,0,,,,0,,1,,,,1,1,,1,0,,1,,,,,,,1,,,,,0,,,0,0,1,,,1,0,1,,,,0,0,0,,,,,,,,0,,0,,,1,,,,,1,,1,,0,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aime1238,4,Aimele,23,2,-6.68656,142.656,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,2,0,0,1,0,1,1,1,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,,0,1,0,1,1,1,1,1,1,0,0,0,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,,1,0,1,1,0,1,1,1,1,2,0,1,0,1,,0,1,,1,0,0,0,,,,0,1,0,0,0,,,1,,0,,0,,,,0,0,0,,0,0,0,1
ainu1240,2,Hokkaido Ainu,2,2,43.633654,142.46167,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,,0,1,0,1,1,,1,0,,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,,1,0,,0,0,1,0,1,1,,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,,1,1,1,0,0,1,0,1,0,1,1,0,1,,0,1,2,0,1,0,0,1,,,1,0,,0,0,,0,,0,0,0,0,,1,0,0,1,,0,1,0,1,0,1,,,0,1,0,1,
aito1238,2,Aiton,175,2,26.5145,92.3169,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,1,0,,,0,0,0,,,0,,0,,,,0,0,0,0,,,,0,0,0,0,,0,1,,1,1,1,,,,,0,,0,0,0,,,1,1,0,0,,0,,,,1,1,0,0,1,,0,,0,,0,,,,,0,,0,1,0,,1,,,,0,,,,,,1,0,,,,,,1,,0,0,,,,,,1,1,0,,,1,,,1,,,1,1,0,,,,,0,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
ajab1235,0,Aja (Benin),11,2,7.06634,1.64992,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,,0,2,0,0,0,,,0,,1,,0,,,0,0,0,,,,,0,0,,,,0,,1,,,,0,0,0,1,0,1,0,1
ajas1235,0,Aja (South Sudan),101,2,8.58003,25.6122,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,1,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,0,,0,1,0,1,0,0,,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,,0,0,0,1,,0,1,,,0,0,,,,1,,,0,,,0,,1,,1,,0,0,,0,,0,0,,,,0,,,,1,0,,,,,1,,,,,0,,0,,,0,0,,1,1,,0,0,,,0,,0,0,0,,0,0,0,,0,1,,,,0,0,0,,,0,,,0,,0,,1,0,0,,,,,,,,
ajie1238,4,Ajië,13,2,-21.3029,165.468,0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,,0,1,0,0,1,0,1,0,1,,,0,0,0,1,0,0,,1,0,0,0,1,1,0,,0,0,0,,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,,,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,,,,1,0,1,0,1,0,0,,,1,,,1,,,1,1,0,,,1,1,0,0,1,0,,2,1,,,,,,,,,0,,1,0,0,0,,,,,0,,,,,0,,,,,,0,1,0,,0,1,,
ajyi1238,5,Ajyíninka Apurucayali,8,2,-9.82364,-74.61947,,1,0,0,0,,,,1,2,1,1,,,,,,,0,0,0,,,1,0,1,,1,1,,0,,,,,,1,,,,,,0,,,,,,,,1,,,,,,1,1,,,,,1,,,1,,,0,,,0,,1,,,,,,,,1,1,,,,0,0,,1,,,,0,,0,,0,0,0,,,1,,0,,0,0,,,0,,,,0,0,0,,0,,,,,,0,0,,,0,,0,1,,,,0,,0,0,,,,1,1,0,0,,0,,,,,0,0,,1,,,,,1,,,,,0,0,0,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
akab1249,2,Akabea,58,2,12.3782,92.7818,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,,0,1,0,0,,0,0,0,0,0,1
akaj1239,2,Akajeru,58,2,13.1525,92.9504,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,,1,0,0,,,1,,1,,,,0,1,0,0,,,,0,1,0,0,,0,1,,1,1,1,,,,,0,,0,0,0,,,0,0,0,0,,1,,,,0,0,0,0,0,,1,,1,,0,,,,,0,,1,1,0,,1,,,,0,,,,,,1,0,,,,,,0,,0,0,,,,,,0,,,,,0,,,1,,,0,1,,,,,,1,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,
akan1250,0,Akan,11,2,6.34756,-1.33254,1,0,,1,,0,1,,1,,,0,0,0,1,1,1,0,1,0,,1,,,0,,1,0,,0,0,0,0,0,1,,,1,0,,,1,,1,0,0,,0,1,,,,0,1,0,,,,0,,,0,,,0,0,,0,,0,1,,,,,,,,,,,,,0,,,,0,,,,,,,,0,1,,0,1,,1,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
akei1237,4,Akei,13,2,-15.6377,166.767,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,,0,,,1,,0,,,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,,0,0,0,,1,0,0,0,0,,0,0,2,1,0,,0,0,,0,0,0,,0,0,0,1,,1,1,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,,0,0,,,,,,0,,1,,0,0,0,0,0,1,,0,,,,1,1,0,0,1,,0,0,0,0,1,1,,0,1,0,,0,,0,,,0,0,0,0,0,0,,,,0,,0,0,,,,,,,,0,1,,,,0,,,0,,0,,,,,,,,0,,,0,,0,,0,,0,0,0,,,,,,,,
akha1245,2,Akha,165,2,21.2309,100.964,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,,0,0,1,1,,1,0,0,0,,0,1,0,0,1,,0,,1,0,0,0,1,0,,1,,1,,,1,1,0,0,0,0,1,,1,1,0,1,0,,0,2,,1,0,,,0,0,0,1,0,1,,0,0,,,,,1,0,,0,,1,,1,,0,1,0,,,,,,,,
akka1240,2,Akkadian,1,2,33.1,44.1,1,0,0,0,1,0,1,0,1,2,,1,1,1,0,1,0,1,,1,1,1,1,2,,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,,0,2,1,1,,1,1,1,1,0,1,0,0,0,0,1,0,,0,0,0,0,,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,,1,,1,1,0,1,0,1,0,1,,1,0,0,0,0,,1,1,1,1,0,0,0,,,0,,1,1,2,0,,0,,0,,0,0,0,,0,1,0,0,,0,,0,0,0,0,0,0,1,0,0,,1,0,0,,,,0,,,0,0
akla1241,4,Kailibo Aklanon,13,0,11.5543,122.354,0,1,1,0,0,0,0,,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,,1,1,0,0,1,0,1,0,0,1,,1,0,,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,0,,1,0,0,0,,0,0,1,,,1,0,0,,,,0,0,0,0,0,0,,0,0,1,0,1,0,1,1,1,0,,,0,0,,1,1,0,,,0,,0,0,,,1,,,1,,,0,0,1,,,0,0,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,,0,,1,,,,,,
akoo1248,0,Akoose,11,2,4.9243,9.65522,1,1,0,1,0,1,1,1,1,3,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,,0,0,0,1,0,0,0,0,2,0,,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,,1,1,0,0,0,0,1,0,0,1,0,,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,1,0,1,0,1,1,
akun1241,5,Akuntsu,189,2,-12.8322,-60.9716,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,,0,0,0,0,0,1,1,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,1,0,,0,1,1,1,0,1,0,0,1,0,0,1,,,,0,,,,0,0,0,0,,1,,0,,0,,0,,,,0,,0,,0,0,1,
alab1237,3,Alabama,127,2,30.76738,-94.62848,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,1,,1,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,0,,,0,,1,0,1,0,,0,0,1,0,0,1,,1,2,0,0,0,1,0,0,0,1,,0,,0,0,0,1,0,0,1,,,0,1,1,0,0,0,,0,1,0,0,,0,,0,0,,0
alab1254,0,Alaba-K'abeena,1,2,7.39014,38.1732,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,,1,0,0,,0,1,0,1,0,0,0,0,0,1,1,1,0,,0,0,1,0,1,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
alac1244,3,Alacatlatzala Mixtec,145,2,17.25,-98.58,1,1,1,1,0,0,0,0,0,2,2,1,1,1,0,1,1,0,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,1,0,1,0,0,2,,0,0,1,0,1,0,1,1,0,,,0,1,0,0,1,1,0,0,0,0,0,,0,0,0,,,1,,,1,0,0,1,,1,1,1,1,1,1,0,1,1,1,0,0,0,0,,0,,,0,1,0,0,0,1,0,1,,0,0,0,0,0,1,,0,1,0,1,0,1,0,0,0,1,,0,1,,0,,,0,0,0,,1,1,0,,,0,,1,1,0,,0,1,,0,,,,,1,,,,0,0,0,,0,,0,,1,,,1,1,0,,1,0,1,1,0,1,,
alag1248,0,Alagwa,1,2,-4.64148,35.7231,0,0,0,1,1,0,0,0,1,2,1,1,1,0,1,1,1,0,0,1,1,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,2,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,,1,1,1,,0,0,0,1,0,0,0,1,1,2,0,1,0,,1,0,1,0,0,0,0,1,,0,0,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,
alam1246,4,Alamblak,162,2,-4.66307,143.316,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,,1,,,1,0,0,,,0,,1,,,,1,0,0,1,,,,,1,1,,,,1,,0,0,1,,,,,0,,0,1,0,,,0,0,0,0,,0,,,,0,1,0,0,0,,1,,1,,0,,,,,0,,0,1,1,,1,,,,0,,,,,,1,0,,,,,,1,,1,0,,,,,,1,1,1,,,1,,,1,,,1,0,0,,,,,1,,,0,,,,,,,,0,,,,,,,,1,,,,0,,,,,,,,,,,
alba1269,4,Inland-Buhi-Daraga Bikol,13,2,13.1989,123.49,0,1,1,0,0,0,1,0,,1,2,,0,0,1,1,0,0,1,1,1,0,1,,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,,,,,0,1,0,,0,0,0,,1,0,1,0,0,0,0,0,,,0,0,1,,,,0,0,0,0,1,0,0,0,,,0,,0,0,,0,1,0,,,,0,,,1,,,,,0,,,0,,0,,,1,,,,,,,,0,1,1,1,,1,1,,,,0,1,0,,,,,,,0,,,,,,0,,0,,,,,
aleu1260,3,Aleut,52,2,52.1228,-174.29,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,2,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,,0,0,0,1,0,0,0,1
alor1247,4,Alorese,13,2,-8.20382,124.264,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,,1,,0,0,,0,0,0,0,,0,0,0,0,1,,0,1,1,0,2,,,0,,1,0,0,0,,0,,0,0,0,,,,,0,0,0,,,,0,,0,,,,0,,0,,0,0,0,
alse1251,3,Alsea-Yaquina,-1,2,44.408,-123.94,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,0,0,1,1,,0,0,0,1,0,0,1,,0,0,0,1,,0,0,1,0,0,0,0,1,,1,1,,0,,0,0,0,1,1,0,1,0,,0,1,1,1,0,,,1,1,0,0,0,0,0,0,,0,0,,,1,1,,1,1,0,0,,,,0,,,1,1,0,,,1,0,,1,1,0,0,0,0,0,1,1,,0,,0,0,,0,,,0,1,1,,,0,,1,,,1,,,,,,,,,,,0,1,1,1,,0,0,1,1,0,0,0,0,1,0,1,,,,0
aluk1238,2,Alu Kurumba,44,2,11.3456,76.7995,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,,1,0,1,1,,0,,1,0,0,1,0,0,0,0,0,,0,0,0,1,0,1,1,0,0,0,,0,0,1,0,1,0,,0,1,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,1,1,1,0,,0,,0,1,1,0,1,0,0,1,1,0,1,0,,1,2,0,1,,1,0,1,,,1,0,0,0,,0,1,,1,1,1,0,,0,,1,0,0,,1,,0,0,0,0,1,1,0,,
alya1239,1,Alyawarr,148,2,-21.0427,136.835,0,1,1,0,0,,0,0,,2,,,0,0,0,,1,,,,0,,,2,,0,,0,,,0,,,,,,2,1,0,0,,,0,,,,,,,0,0,,,,,0,2,,,,,0,0,,,1,,,,,0,0,,0,,,,,,,,1,1,,,,0,,,,,,,0,,,,0,0,,,,0,,0,,0,1,,,,,,,0,0,1,0,0,,,1,0,0,0,0,,,0,,0,1,,,,1,,0,,,,,,,1,1,,1,,,,,0,0,,,,,,,0,,,,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
amah1246,5,Amahuaca,149,2,-10.2012,-72.3208,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,,0,1,,0,0,,,0,0,1,0,,1,1,,0,1,1,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,1,,0,0,0,,,1,0,0,0,1,1,,,0,0,1,0,,0,1,,0,0,0,,0,0,,,0,0,0,0,0,1,0,0,,0,1,2,,1,0,1,,0,,0,1,0,0,0,1,0,,1,0,0,,0,0,,,,,,,,,,,,,,,,,
amam1246,4,Amam,57,2,-7.9,146.92,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,1,1,,,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,,1,1,0,,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,,,0,0,1,,0,1,0,,1,1,,2,0,1,,1,0,0,0,0,0,,0,0,,,0,0,0,0,,0,0,0,0,1,0,0,1,0,1,,0,0,0,0,,,0,0
amap1240,4,Ama (Papua New Guinea),107,2,-4.20192,141.658,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,3,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,,1,0,1,0,0,1,0,0,0,0,,0,,0,0,3,1,1,0,1,0,1,0,1,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,1,0,0,1,1,0,0,0,0,0,,0,0,0,1,0,1,0,0,,0,,0,0,,,0,0,0,,,,,1,1,0,1,0,1,,1,,,1,1,0,1,0,0,,0,1,,,1,0,1,1,0,0,,,0,2,,0,0,,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,,0,,1,,1,,,,1,0,0,,0,0,0,0
